disease,drug
Post Traumatic Stress Disorder,lamotrigine
Post Traumatic Stress Disorder,mirtazapine
Post Traumatic Stress Disorder,quetiapine
Post Traumatic Stress Disorder,amitriptyline
Post Traumatic Stress Disorder,paroxetine
Post Traumatic Stress Disorder,venlafaxine
Post Traumatic Stress Disorder,risperidone
Post Traumatic Stress Disorder,desvenlafaxine
Post Traumatic Stress Disorder,aripiprazole
Post Traumatic Stress Disorder,dronabinol
Post Traumatic Stress Disorder,asenapine
Post Traumatic Stress Disorder,fluvoxamine
Pubertal Gynecomastia,anastrozole
Pubertal Gynecomastia,clomiphene
Lice,permethrin
Lice,lindane
Lice,piperonyl butoxide
Lice,pyrethrins
Lice,spinosad
Pudendal Neuralgia,gabapentin
Pudendal Neuralgia,amitriptyline
Pulmonary Hypertension,sildenafil
Pulmonary Hypertension,isosorbide dinitrate
Pulmonary Hypertension,tadalafil
Pulmonary Hypertension,ambrisentan
Pulmonary Hypertension,bosentan
Pulmonary Hypertension,treprostinil
Pulmonary Hypertension,macitentan
Pulmonary Hypertension,epoprostenol
Pulmonary Hypertension,iloprost
Pulmonary Hypertension,riociguat
Pulmonary Edema,furosemide
Pulmonary Edema,bumetanide
Pulmonary Edema,ethacrynic acid
Pulmonary Embolism,rivaroxaban
Pulmonary Embolism,apixaban
Pulmonary Embolism,heparin
Pulmonary Embolism,fondaparinux
Pulmonary Embolism,dabigatran
Pulmonary Embolism,alteplase
Pulmonary Embolism,edoxaban
Pulmonary Embolism,urokinase
"Pulmonary Embolism, First Event",warfarin
"Pulmonary Embolism, Recurrent Event",warfarin
"Pulmonary Embolism, Recurrent Event",rivaroxaban
Loeffler's Syndrome (Pulmonary Eosinophilia),prednisone
Loeffler's Syndrome (Pulmonary Eosinophilia),dexamethasone
Loeffler's Syndrome (Pulmonary Eosinophilia),triamcinolone
Loeffler's Syndrome (Pulmonary Eosinophilia),cortisone
Pulmonary Fibrosis,mycophenolate mofetil
Pulmonary Fibrosis,infliximab
Pulmonary Fibrosis,mycophenolate mofetil
Pulmonary Fibrosis,infliximab
Pulmonary Hypertension,sildenafil
Pulmonary Hypertension,isosorbide dinitrate
Pulmonary Hypertension,tadalafil
Pulmonary Hypertension,ambrisentan
Pulmonary Hypertension,bosentan
Pulmonary Hypertension,treprostinil
Pulmonary Hypertension,macitentan
Pulmonary Hypertension,epoprostenol
Pulmonary Hypertension,iloprost
Pulmonary Hypertension,riociguat
Lymphangioleiomyomatosis,sirolimus
Pulmonary Tuberculosis,dexamethasone
Prosthetic Heart Valves - Thrombosis Prophylaxis,aspirin
Prosthetic Heart Valves - Thrombosis Prophylaxis,warfarin
Prosthetic Heart Valves - Thrombosis Prophylaxis,dipyridamole
Pupillary Dilation,atropine
Pupillary Dilation,phenylephrine
Pupillary Dilation,tropicamide
Pupillary Dilation,cyclopentolate
Pupillary Dilation,epinephrine
Psoriasis,clobetasol
Psoriasis,methotrexate
Psoriasis,triamcinolone
Psoriasis,fluocinonide
Psoriasis,triamcinolone
Psoriasis,calcipotriene
Psoriasis,mometasone
Psoriasis,desonide
Psoriasis,prednisone
Psoriasis,acitretin
Psoriasis,cyclosporine
Psoriasis,hydrocortisone
Psoriasis,ustekinumab
Psoriasis,adalimumab
Psoriasis,betamethasone
Psoriasis,calcipotriene
Kidney Infections (Pyelonephritis),ciprofloxacin
Kidney Infections (Pyelonephritis),cephalexin
Kidney Infections (Pyelonephritis),sulfamethoxazole
Kidney Infections (Pyelonephritis),trimethoprim
Kidney Infections (Pyelonephritis),levofloxacin
Kidney Infections (Pyelonephritis),amoxicillin
Kidney Infections (Pyelonephritis),clavulanate
Kidney Infections (Pyelonephritis),ceftriaxone
Kidney Infections (Pyelonephritis),cefuroxime
Kidney Infections (Pyelonephritis),methenamine
Kidney Infections (Pyelonephritis),cefazolin
Kidney Infections (Pyelonephritis),cefepime
Kidney Infections (Pyelonephritis),cefotaxime
Kidney Infections (Pyelonephritis),cefpodoxime
Pyoderma Gangrenosum,infliximab
GERD,omeprazole
GERD,pantoprazole
GERD,ranitidine
GERD,famotidine
GERD,lansoprazole
GERD,esomeprazole
GERD,rabeprazole
GERD,sucralfate
GERD,dexlansoprazole
GERD,omeprazole
GERD,sodium bicarbonate
Q Fever,doxycycline
Q Fever,minocycline
Q Fever,doxycycline
Q Fever,minocycline
Hereditary Angioedema,C1 esterase inhibitor (human)
Hereditary Angioedema,ecallantide
Hereditary Angioedema,icatibant
Hereditary Angioedema,conestat alfa
Hereditary Angioedema,lanadelumab
Rheumatoid Arthritis,methotrexate
Rheumatoid Arthritis,prednisone
Rheumatoid Arthritis,meloxicam
Rheumatoid Arthritis,hydroxychloroquine
Rheumatoid Arthritis,sulfasalazine
Rheumatoid Arthritis,leflunomide
Rheumatoid Arthritis,diclofenac
Rheumatoid Arthritis,naproxen
Rheumatoid Arthritis,celecoxib
Rheumatoid Arthritis,acetaminophen
Rheumatoid Arthritis,hydrocodone
Rheumatoid Arthritis,ibuprofen
Rabbit Fever (Tularemia),doxycycline
Rabbit Fever (Tularemia),streptomycin
Rabbit Fever (Tularemia),ciprofloxacin
Rabbit Fever (Tularemia),gentamicin
Rabbit Fever (Tularemia),tobramycin
Rabbit Fever (Tularemia),chloramphenicol
Rabbit Fever (Tularemia),minocycline
Rabies Prophylaxis,"rabies immune globulin, human"
Rabies Prophylaxis,"rabies vaccine, purified chick embryo cell"
Rabies Prophylaxis,"rabies vaccine, human diploid cell"
Alkylating Agent Cystitis,sodium bicarbonate
Alkylating Agent Cystitis,citric acid
Alkylating Agent Cystitis,sodium citrate
Radiation Emergency,potassium iodide
Radiation Emergency,pentetate calcium trisodium
Radiation Emergency,prussian blue
Radiation Emergency,pentetate zinc trisodium
Radiculopathy,naproxen
Radiculopathy,ibuprofen
Radiographic Exam,metoclopramide
Radionuclide Myocardial Perfusion Study,dipyridamole
Radionuclide Myocardial Perfusion Study,adenosine
Radionuclide Myocardial Perfusion Study,regadenoson
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Glomerulonephritis,azathioprine
Glomerulonephritis,penicillin g benzathine
Skin Rash,hydrocortisone
Skin Rash,prednisone
Skin Rash,diflorasone
Skin Rash,tetracaine
Rat-bite Fever,penicillin v potassium
Rat-bite Fever,penicillin g sodium
Rat-bite Fever,penicillin g potassium
Rat-bite Fever,procaine penicillin
Raynaud's Syndrome,nifedipine
Raynaud's Syndrome,amlodipine
Raynaud's Syndrome,diltiazem
Raynaud's Syndrome,nitroglycerin
Raynaud's Syndrome,felodipine
Raynaud's Syndrome,prazosin
Raynaud's Syndrome,trolamine salicylate
Raynaud's Syndrome,doxazosin
Raynaud's Syndrome,isoxsuprine
Raynaud's Syndrome,isradipine
Raynaud's Syndrome,nisoldipine
Raynaud's Syndrome,nifedipine
Raynaud's Syndrome,amlodipine
Raynaud's Syndrome,diltiazem
Raynaud's Syndrome,nitroglycerin
Raynaud's Syndrome,felodipine
Raynaud's Syndrome,prazosin
Raynaud's Syndrome,trolamine salicylate
Raynaud's Syndrome,doxazosin
Raynaud's Syndrome,isoxsuprine
Raynaud's Syndrome,isradipine
Raynaud's Syndrome,nisoldipine
Raynaud's Syndrome,nifedipine
Raynaud's Syndrome,amlodipine
Raynaud's Syndrome,diltiazem
Raynaud's Syndrome,nitroglycerin
Raynaud's Syndrome,felodipine
Raynaud's Syndrome,prazosin
Raynaud's Syndrome,trolamine salicylate
Raynaud's Syndrome,doxazosin
Raynaud's Syndrome,isoxsuprine
Raynaud's Syndrome,isradipine
Raynaud's Syndrome,nisoldipine
Reiter's Syndrome,adalimumab
Reactive Perforating Collangenosis,allopurinol
Colorectal Cancer,oxaliplatin
Colorectal Cancer,fluorouracil
Colorectal Cancer,leucovorin
Colorectal Cancer,capecitabine
Colorectal Cancer,irinotecan
Colorectal Cancer,bevacizumab
Colorectal Cancer,cetuximab
Colorectal Cancer,methotrexate
Colorectal Cancer,panitumumab
Colorectal Cancer,regorafenib
Eye Redness,fluorometholone
Eye Redness,naphazoline
Eye Redness,tetrahydrozoline
Eye Redness,phenylephrine
Eye Redness,oxymetazoline
Eye Redness,brimonidine
Erythromelalgia,gabapentin
Pre-Exposure Prophylaxis,emtricitabine
Pre-Exposure Prophylaxis,tenofovir
Pre-Exposure Prophylaxis,emtricitabine
Pre-Exposure Prophylaxis,tenofovir alafenamide
Reduction of Perinatal Transmission of HIV,zidovudine
Reduction of Perinatal Transmission of HIV,nevirapine
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
GERD,omeprazole
GERD,pantoprazole
GERD,ranitidine
GERD,famotidine
GERD,lansoprazole
GERD,esomeprazole
GERD,rabeprazole
GERD,sucralfate
GERD,dexlansoprazole
GERD,omeprazole
GERD,sodium bicarbonate
"Refraction, Assessment",cyclopentolate
"Refraction, Assessment",atropine
"Refraction, Assessment",tropicamide
"Refraction, Assessment",homatropine
Reiter's Syndrome,adalimumab
Rejection Prophylaxis,mycophenolic acid
Rejection Prophylaxis,belatacept
Rejection Prophylaxis,muromonab-cd3
Rejection Reversal,muromonab-cd3
Renal Angiomyolipoma,everolimus
Renal Arteriography,iodixanol
Renal Arteriography,ioversol
Urinary Tract Stones,tamsulosin
Urinary Tract Stones,allopurinol
Urinary Tract Stones,magnesium oxide
Urinary Tract Stones,citric acid
Urinary Tract Stones,potassium citrate
Urinary Tract Stones,citric acid
Urinary Tract Stones,sodium citrate
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Renal Failure,furosemide
Renal Failure,torsemide
Renal Failure,ethacrynic acid
Renal Osteodystrophy,calcitriol
Renal Osteodystrophy,ergocalciferol
Renal Osteodystrophy,calcifediol
Urinary Tract Stones,tamsulosin
Urinary Tract Stones,allopurinol
Urinary Tract Stones,magnesium oxide
Urinary Tract Stones,citric acid
Urinary Tract Stones,potassium citrate
Urinary Tract Stones,citric acid
Urinary Tract Stones,sodium citrate
Renal Transplant,furosemide
Renal Transplant,azathioprine
Renal Transplant,anti-thymocyte globulin (rabbit)
Renal Transplant,"lymphocyte immune globulin, anti-thy (equine)"
Renal Tubular Acidosis,potassium citrate
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Respiratory Depression,doxapram
Respiratory Distress Syndrome,beractant
Respiratory Distress Syndrome,poractant
Respiratory Distress Syndrome,calfactant
Respiratory Failure,nitric oxide
Respiratory Failure,caffeine
Respiratory Failure,sodium benzoate
Respiratory Depression,doxapram
Respiratory Syncytial Virus,ribavirin
Respiratory Syncytial Virus,palivizumab
Upper Respiratory Tract Infection,amoxicillin
Upper Respiratory Tract Infection,doxycycline
Upper Respiratory Tract Infection,azithromycin
Upper Respiratory Tract Infection,cephalexin
Upper Respiratory Tract Infection,clarithromycin
Upper Respiratory Tract Infection,amoxicillin
Upper Respiratory Tract Infection,clavulanate
Upper Respiratory Tract Infection,sulfamethoxazole
Upper Respiratory Tract Infection,trimethoprim
Upper Respiratory Tract Infection,cefuroxime
Upper Respiratory Tract Infection,erythromycin
Upper Respiratory Tract Infection,cefixime
Upper Respiratory Tract Infection,ampicillin
Restless Legs Syndrome,ropinirole
Restless Legs Syndrome,pramipexole
Restless Legs Syndrome,gabapentin
Restless Legs Syndrome,clonazepam
Restless Legs Syndrome,tramadol
Restless Legs Syndrome,carbidopa
Restless Legs Syndrome,levodopa
Restless Legs Syndrome,pregabalin
Restless Legs Syndrome,clonidine
Restless Legs Syndrome,gabapentin enacarbil
Restless Legs Syndrome,rotigotine
Restless Legs Syndrome,lamotrigine
Restless Legs Syndrome,levodopa
Retinal Disorders,voretigene neparvovec
Retinopathy,ranibizumab
Retinopathy Prophylaxis,vitamin e
"Revascularization Procedures, Prophylaxis",aspirin
"Revascularization Procedures, Prophylaxis",pravastatin
Reversal of Acquired Coagulation Factor Deficiency,prothrombin complex
Reversal of Anesthesia,phentolamine
Reversal of Anticoagulation,coagulation factor Xa
Reversal of Dabigatran Anticoagulation,idarucizumab
Reversal of Neuromuscular Blockade,neostigmine
Reversal of Neuromuscular Blockade,sugammadex
Reversal of Nondepolarizing Muscle Relaxants,pyridostigmine
Reversal of Nondepolarizing Muscle Relaxants,neostigmine
Reversal of Nondepolarizing Muscle Relaxants,sugammadex
Reversal of Nondepolarizing Muscle Relaxants,atropine
Reversal of Nondepolarizing Muscle Relaxants,edrophonium
Reversal of Opioid Sedation,naloxone
Reversal of Sedation,flumazenil
"Reversible Airways Disease, Maintenance",budesonide
"Reversible Airways Disease, Maintenance",beclomethasone
Rh-Isoimmunization,rho (d) immune globulin
Rhabdomyosarcoma,vincristine
Rhabdomyosarcoma,dactinomycin
Rheumatic Fever,aspirin
Rheumatic Fever Prophylaxis,penicillin v potassium
Rheumatic Fever Prophylaxis,erythromycin
Rheumatic Fever Prophylaxis,sulfadiazine
Rheumatic Fever Prophylaxis,penicillin g benzathine
Rheumatoid Arthritis,methotrexate
Rheumatoid Arthritis,prednisone
Rheumatoid Arthritis,meloxicam
Rheumatoid Arthritis,hydroxychloroquine
Rheumatoid Arthritis,sulfasalazine
Rheumatoid Arthritis,leflunomide
Rheumatoid Arthritis,diclofenac
Rheumatoid Arthritis,naproxen
Rheumatoid Arthritis,celecoxib
Rheumatoid Arthritis,acetaminophen
Rheumatoid Arthritis,hydrocodone
Rheumatoid Arthritis,ibuprofen
Rhinitis,fluticasone
Rhinitis,brompheniramine
Rhinitis,phenylephrine
Rhinitis,chlorpheniramine
Rhinitis,methscopolamine
Rhinitis,phenylephrine
Rhinorrhea,ipratropium
Rhinorrhea,doxylamine
Rhinorrhea,acetaminophen
Rhinorrhea,chlorpheniramine
Rhinorrhea,triprolidine
Rhinorrhea,acetaminophen
Rhinorrhea,dextromethorphan
Rhinorrhea,doxylamine
Rhinorrhea,phenylephrine
Rhinorrhea,acetaminophen
Rhinorrhea,chlorpheniramine
Rhinorrhea,dextromethorphan
Rhinorrhea,phenylephrine
Rhinorrhea,brompheniramine
Rhinorrhea,codeine
Rhinorrhea,chlophedianol
Rhinorrhea,dexbrompheniramine
Rhinorrhea,dexbrompheniramine
Rhinorrhea,phenylephrine
Rhinorrhea,dextromethorphan
Rhinorrhea,pyrilamine
Rickets,calcitriol
Rickets,ergocalciferol
Rickettsial Infection,doxycycline
Rickettsial Infection,chloramphenicol
Rickettsial Infection,tetracycline
Tinea Corporis,betamethasone
Tinea Corporis,clotrimazole
Tinea Corporis,ketoconazole
Tinea Corporis,clotrimazole
Tinea Corporis,terbinafine
Tinea Corporis,miconazole
Tinea Corporis,fluconazole
Tinea Corporis,econazole
Tinea Corporis,ketoconazole
Tinea Corporis,griseofulvin
Tinea Corporis,tolnaftate
Tinea Corporis,terbinafine
Tinea Corporis,ciclopirox
Tinea Barbae,griseofulvin
Tinea Corporis,betamethasone
Tinea Corporis,clotrimazole
Tinea Corporis,ketoconazole
Tinea Corporis,clotrimazole
Tinea Corporis,terbinafine
Tinea Corporis,miconazole
Tinea Corporis,fluconazole
Tinea Corporis,econazole
Tinea Corporis,ketoconazole
Tinea Corporis,griseofulvin
Tinea Corporis,tolnaftate
Tinea Corporis,terbinafine
Tinea Corporis,ciclopirox
Tinea Pedis,clotrimazole
Tinea Pedis,ketoconazole
Tinea Pedis,terbinafine
Tinea Pedis,econazole
Tinea Pedis,terbinafine
Tinea Pedis,betamethasone
Tinea Pedis,clotrimazole
Tinea Pedis,tolnaftate
Tinea Pedis,ciclopirox
Tinea Pedis,miconazole
Tinea Pedis,griseofulvin
Tinea Cruris,betamethasone
Tinea Cruris,clotrimazole
Tinea Cruris,ketoconazole
Tinea Cruris,clotrimazole
Tinea Cruris,econazole
Tinea Cruris,fluconazole
Tinea Cruris,terbinafine
Tinea Cruris,miconazole
Tinea Cruris,terbinafine
Tinea Cruris,tolnaftate
Tinea Cruris,ciclopirox
Tinea Cruris,griseofulvin
Tinea Cruris,clioquinol
Tinea Capitis,terbinafine
Tinea Capitis,griseofulvin
Tinea Capitis,itraconazole
Restless Legs Syndrome,ropinirole
Restless Legs Syndrome,pramipexole
Restless Legs Syndrome,gabapentin
Restless Legs Syndrome,clonazepam
Restless Legs Syndrome,tramadol
Restless Legs Syndrome,carbidopa
Restless Legs Syndrome,levodopa
Restless Legs Syndrome,pregabalin
Restless Legs Syndrome,clonidine
Restless Legs Syndrome,gabapentin enacarbil
Restless Legs Syndrome,rotigotine
Restless Legs Syndrome,lamotrigine
Restless Legs Syndrome,levodopa
Basal Cell Carcinoma,fluorouracil
Basal Cell Carcinoma,imiquimod
Basal Cell Carcinoma,vismodegib
Basal Cell Carcinoma,sonidegib
Rosacea,doxycycline
Rosacea,metronidazole
Rosacea,minocycline
Rosacea,azelaic acid
Rosacea,sulfacetamide sodium
Rosacea,sulfur
Rosacea,isotretinoin
Rosacea,ivermectin
Rosacea,brimonidine
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Hyperbilirubinemia,phenobarbital
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Respiratory Syncytial Virus,ribavirin
Respiratory Syncytial Virus,palivizumab
Renal Tubular Acidosis,potassium citrate
Rubella,immune globulin intramuscular
Rubella Prophylaxis,measles virus vaccine
Rubella Prophylaxis,mumps virus vaccine
Rubella Prophylaxis,rubella virus vaccine
Rubella Prophylaxis,measles virus vaccine
Rubella Prophylaxis,mumps virus vaccine
Rubella Prophylaxis,rubella virus vaccine
Rubella Prophylaxis,varicella virus vaccine
Rhinorrhea,ipratropium
Rhinorrhea,doxylamine
Rhinorrhea,acetaminophen
Rhinorrhea,chlorpheniramine
Rhinorrhea,triprolidine
Rhinorrhea,acetaminophen
Rhinorrhea,dextromethorphan
Rhinorrhea,doxylamine
Rhinorrhea,phenylephrine
Rhinorrhea,acetaminophen
Rhinorrhea,chlorpheniramine
Rhinorrhea,dextromethorphan
Rhinorrhea,phenylephrine
Rhinorrhea,brompheniramine
Rhinorrhea,codeine
Rhinorrhea,chlophedianol
Rhinorrhea,dexbrompheniramine
Rhinorrhea,dexbrompheniramine
Rhinorrhea,phenylephrine
Rhinorrhea,dextromethorphan
Rhinorrhea,pyrilamine
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin
Osteoarthritis,glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Salivary Gland Cancer,trastuzumab
Salmonella Enteric Fever,ciprofloxacin
Salmonella Enteric Fever,ofloxacin
Salmonella Enteric Fever,ceftriaxone
Salmonella Gastroenteritis,ciprofloxacin
Salmonella Gastroenteritis,ceftriaxone
Salmonella Gastroenteritis,ofloxacin
Salmonella Gastroenteritis,cefotaxime
Coccidioidomycosis,fluconazole
Coccidioidomycosis,itraconazole
Coccidioidomycosis,ketoconazole
Coccidioidomycosis,amphotericin b
Coccidioidomycosis,amphotericin b lipid complex
SAPHO Syndrome,etanercept
SAPHO Syndrome,infliximab
Sarcoidosis,prednisone
Sarcoidosis,azathioprine
Sarcoidosis,corticotropin
Sarcoidosis,chloroquine
Sarcoidosis,dexamethasone
Sarcoidosis,infliximab
Sarcoidosis,triamcinolone
Sarcoidosis,colchicine
Sarcoidosis,adalimumab
Sarcoidosis,cortisone
Neurosarcoidosis,prednisone
Neurosarcoidosis,dexamethasone
Neurosarcoidosis,infliximab
Neurosarcoidosis,azathioprine
Soft Tissue Sarcoma,pazopanib
Soft Tissue Sarcoma,doxorubicin
Soft Tissue Sarcoma,methotrexate
Soft Tissue Sarcoma,trabectedin
Soft Tissue Sarcoma,olaratumab
Small Bowel Bacterial Overgrowth,amoxicillin
Small Bowel Bacterial Overgrowth,clavulanate
Scabies,permethrin
Scabies,ivermectin
Scabies,crotamiton
Scabies,lindane
Lichen Simplex Chronicus,triamcinolone
Lichen Simplex Chronicus,doxepin
Lichen Simplex Chronicus,aloe polysaccharides
Lichen Simplex Chronicus,iodoquinol
Streptococcal Infection,levofloxacin
Streptococcal Infection,penicillin v potassium
Streptococcal Infection,procaine penicillin
Streptococcal Infection,penicillin g benzathine
Streptococcal Infection,procaine penicillin
Streptococcal Infection,penicillin g benzathine
Streptococcal Infection,penicillin g potassium
Streptococcal Infection,penicillin g sodium
Streptococcal Infection,levofloxacin
Streptococcal Infection,penicillin v potassium
Streptococcal Infection,procaine penicillin
Streptococcal Infection,penicillin g benzathine
Streptococcal Infection,procaine penicillin
Streptococcal Infection,penicillin g benzathine
Streptococcal Infection,penicillin g potassium
Streptococcal Infection,penicillin g sodium
Squamous Cell Carcinoma,cetuximab
Squamous Cell Carcinoma,bleomycin
Squamous Cell Carcinoma,cemiplimab
Schilling Test,cyanocobalamin
Schilling Test,hydroxocobalamin
Schistosoma haematobium,praziquantel
Schistosoma japonicum,praziquantel
Schistosoma mansoni,praziquantel
Schistosoma mekongi,praziquantel
Schizoaffective Disorder,quetiapine
Schizoaffective Disorder,lithium
Schizoaffective Disorder,risperidone
Schizoaffective Disorder,lamotrigine
Schizoaffective Disorder,olanzapine
Schizoaffective Disorder,aripiprazole
Schizoaffective Disorder,carbamazepine
Schizoaffective Disorder,ziprasidone
Schizoaffective Disorder,fluoxetine
Schizoaffective Disorder,paliperidone
Schizoaffective Disorder,lurasidone
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schnitzler Syndrome,anakinra
Sciatica,cyclobenzaprine
Sciatica,naproxen
Sciatica,diclofenac
Sciatica,ibuprofen
Sciatica,acetaminophen
Sciatica,diclofenac
Sciatica,misoprostol
Sciatica,aspirin
Small Cell Lung Cancer,etoposide
Small Cell Lung Cancer,topotecan
Small Cell Lung Cancer,methotrexate
Small Cell Lung Cancer,nivolumab
Small Cell Lung Cancer,cyclophosphamide
Small Cell Lung Cancer,atezolizumab
Small Cell Lung Cancer,pembrolizumab
Scleroderma,methotrexate
Scleroderma,prednisone
Scleroderma,cyclophosphamide
Systemic Sclerosis-Associated Interstitial Lung Disease,nintedanib
Venomous Scorpion Bite,antivenom (centruroides scorpion)
Venomous Scorpion Bite,antivenom (centruroides scorpion)
Scrapes,vitamin a & d
Scrapes,benzethonium chloride
Scurvy,ascorbic acid
Alzheimer's Disease,donepezil
Alzheimer's Disease,memantine
Alzheimer's Disease,galantamine
Alzheimer's Disease,rivastigmine
Alzheimer's Disease,vitamin e
Alzheimer's Disease,donepezil
Alzheimer's Disease,memantine
Alzheimer's Disease,ergoloid mesylates
Alzheimer's Disease,etanercept
Motion Sickness,meclizine
Motion Sickness,promethazine
Motion Sickness,scopolamine
Motion Sickness,dimenhydrinate
Motion Sickness,diphenhydramine
Seasonal Affective Disorder,bupropion
Seasonal Allergic Conjunctivitis,olopatadine
Seasonal Allergic Conjunctivitis,ketorolac
Seasonal Allergic Conjunctivitis,loteprednol
Seborrheic Dermatitis,ketoconazole
Seborrheic Dermatitis,clobetasol
Seborrheic Dermatitis,ciclopirox
Seborrheic Dermatitis,hydrocortisone
Seborrheic Dermatitis,selenium sulfide
Seborrheic Dermatitis,prednisone
Seborrheic Dermatitis,fluocinolone
Seborrheic Dermatitis,pyrithione zinc
Seborrheic Dermatitis,sulfacetamide sodium
Seborrheic Dermatitis,dexamethasone
Seborrheic Dermatitis,sulfacetamide sodium
Seborrheic Dermatitis,sulfur
Seborrheic Dermatitis,coal tar
Seborrheic Keratosis,hydrogen peroxide
Secondary Cutaneous Bacterial Infections,mupirocin
Secondary Cutaneous Bacterial Infections,sulfacetamide sodium
Secondary Hyperparathyroidism,calcitriol
Secondary Hyperparathyroidism,paricalcitol
